Timestep;REC_price_h;REC_price_d;REC_price_m;REC_price_y;Biomass_h;Solar_h;WindOffshore_h;WindOnshore_h;electrolysis_h;Biomass_d;Solar_d;WindOffshore_d;WindOnshore_d;electrolysis_d;Biomass_m;Solar_m;WindOffshore_m;WindOnshore_m;electrolysis_m;Biomass_y;Solar_y;WindOffshore_y;WindOnshore_y;electrolysis_y
117.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
118.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
119.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
120.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
121.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
122.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
123.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
124.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
125.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
126.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
127.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
128.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
129.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
130.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
131.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
132.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
133.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
134.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
135.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
136.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
137.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
138.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
139.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
140.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
141.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
142.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
143.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
144.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
145.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
146.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
147.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
148.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
149.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
150.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
151.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
152.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
153.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
154.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
155.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
156.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
157.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
158.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
159.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
160.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
161.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
162.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
163.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
164.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
165.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
166.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
167.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
168.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
169.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
170.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
171.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
172.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
173.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
174.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
175.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
176.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
177.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
178.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
179.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
180.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
181.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
182.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
183.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
184.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
185.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
186.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
187.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
188.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
189.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
190.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
191.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
192.0;0.0;0.0;1.7069550219382877e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0529713055761655e-9;0.0;0.0;0.0;0.0;0.0
193.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
194.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
195.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
196.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
197.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
198.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
199.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
200.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
201.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
202.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
203.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
204.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
205.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
206.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
207.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
208.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
209.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
210.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
211.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
212.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
213.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
214.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
215.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
216.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
217.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
218.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
219.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
220.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
221.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
222.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
223.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
224.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
225.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
226.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
227.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
228.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
229.0;0.0;0.0;1.7010401353435517e-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.22423964032435e-11;0.0;1.0444400484143326e-10;-1.0300278925087827e-9;0.0;0.0;0.0;0.0;0.0
